ID,Name,Department,GEO,Role,Rising_Star,Will_Relocate,Critical,Trending Perf,Talent_Level,Validated_Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_4,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left_Company,CSR Factor,promotion_last_5years,sales,salary,Gender,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Women_Leave,Men_Leave,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest)
2294,SORRENTINO,Sales,US,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,137,3,1,1,5,0,sales,medium,M,15,2,5,3,4,1,1,1,1,NA,1,1,4,1,1,2,4,1,4,4,1,8349,75,9
2295,SOLARES,Finance,UK,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,142,3,0,1,5,0,RandD,low,M,55,3,1,2,5,2,1,2,2,NA,1,2,1,1,3,5,5,2,1,4,2,1429,75,10
2296,SNELSON,Human Resources,UK,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,156,3,0,1,5,0,technical,low,M,51,3,1,1,2,2,1,2,1,NA,1,1,1,2,5,2,2,2,3,3,5,1812,64,8
2297,SILVESTRI,IT,Australia,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,141,3,0,1,5,0,technical,medium,F,56,1,2,4,1,2,1,1,1,0,NA,2,5,1,4,4,4,2,3,2,2,8320,63,7
2298,SIKORSKI,Warehouse,Turkey,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,141,3,1,1,5,0,sales,medium,F,34,2,2,5,2,2,2,2,2,0,NA,2,2,2,2,5,3,1,5,3,5,6193,63,9
2299,SHAWVER,Operations,Japan,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,137,3,0,1,5,0,marketing,low,F,5,1,2,5,5,1,2,1,1,0,NA,1,3,2,2,2,4,1,3,5,4,1638,72,9
2300,SCHUMAKER,Sales,Australia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,143,3,0,1,5,0,sales,medium,F,17,3,1,5,5,1,1,2,2,0,NA,1,3,2,4,4,3,1,1,2,3,7370,61,10
2301,SCHORR,Finance,UK,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,127,3,0,1,5,0,IT,medium,F,7,3,5,3,2,2,2,1,2,0,NA,2,2,1,1,5,5,2,2,5,2,7382,70,10
2302,SCHOOLEY,Human Resources,UK,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,132,3,0,1,5,0,RandD,low,F,51,4,5,4,4,2,1,2,1,0,NA,2,1,1,1,1,4,1,5,3,1,1534,74,9
2303,SCATES,IT,France,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,148,3,0,1,5,0,RandD,low,F,19,2,4,4,4,2,2,1,2,0,NA,1,4,1,2,1,2,1,2,1,4,1010,60,6
2304,SATTERLEE,Warehouse,Colombia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,136,3,0,1,5,0,sales,medium,M,45,5,5,3,3,2,2,1,2,NA,1,2,2,2,4,2,3,2,3,5,1,8206,69,9
2305,SATCHELL,Operations,France,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,143,3,0,1,5,0,sales,medium,F,11,1,1,1,4,2,1,2,2,0,NA,1,4,2,1,1,5,1,2,4,2,6530,62,10
2306,SACKS,Sales,Australia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,144,3,0,1,5,0,sales,medium,M,24,4,2,3,4,1,1,1,2,NA,1,1,4,1,1,2,4,2,1,3,5,7178,60,10
2307,RYMER,Finance,UK,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,147,3,0,1,5,0,product_mng,medium,F,35,2,3,4,2,2,1,2,1,0,NA,1,2,2,1,2,2,2,3,3,3,7085,60,6
2308,ROSELLI,Human Resources,Colombia,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,129,3,0,1,5,0,product_mng,low,F,36,5,1,2,5,2,1,2,2,0,NA,2,4,1,5,4,1,2,2,1,5,1329,64,6
2309,ROBITAILLE,IT,US,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,132,3,0,1,5,0,RandD,low,M,56,2,3,4,4,1,1,1,1,NA,1,2,1,1,4,1,3,2,3,5,4,1518,61,7
2310,RIEGEL,Warehouse,UK,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,142,3,0,1,5,0,sales,medium,M,33,4,5,1,4,1,1,2,1,NA,1,1,2,1,3,2,3,2,2,5,4,7584,63,8
2311,RICHER,Operations,Korea,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,156,3,0,1,5,0,support,medium,F,36,4,2,3,4,1,2,2,2,0,NA,2,1,2,2,3,3,1,3,2,5,8045,72,9
2312,REGIS,Sales,France,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,140,3,0,1,5,0,management,medium,F,65,1,3,1,2,2,1,1,2,0,NA,1,3,1,3,5,1,1,4,4,4,7067,62,10
2313,REAMES,Finance,Japan,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,154,3,1,1,5,0,product_mng,medium,M,50,1,3,1,5,2,1,1,1,NA,1,1,1,2,2,1,2,2,4,3,4,7966,71,7
2314,PROVENZANO,Human Resources,China,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,131,3,0,1,5,0,RandD,low,F,9,1,3,3,5,2,2,2,2,0,NA,2,5,1,2,1,2,1,4,3,4,1973,63,7
2315,PROPER,IT,Colombia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,147,3,0,1,5,0,technical,low,M,11,4,4,5,2,2,1,2,2,NA,1,2,2,2,3,3,5,1,4,4,1,1421,72,7
2316,PRIESTLEY,Warehouse,Korea,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,128,3,0,1,5,0,technical,medium,F,55,2,2,4,2,1,2,2,2,0,NA,1,2,2,4,2,5,1,5,4,4,8313,75,8
2317,PLAISANCE,Operations,Australia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,143,3,0,1,5,0,IT,medium,F,21,2,4,2,5,2,1,2,1,0,NA,1,5,1,1,4,4,1,4,3,2,7500,71,7
2318,PETTEY,Sales,Turkey,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,148,3,1,1,5,0,marketing,low,F,25,1,5,5,3,1,2,2,2,0,NA,2,4,1,2,4,2,1,5,5,4,1506,62,6
2319,PALOMARES,Finance,Korea,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,128,3,0,1,5,0,sales,medium,F,42,3,5,2,2,2,1,1,1,0,NA,2,5,1,3,4,4,2,4,2,3,6960,63,10
2320,OMAN,Human Resources,Korea,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,146,3,0,1,5,0,technical,low,M,5,1,1,3,4,2,1,2,1,NA,1,2,3,2,4,5,4,1,2,2,2,1192,62,8
2321,NOWAKOWSKI,IT,Australia,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,160,3,0,1,5,0,support,low,M,50,3,1,1,4,1,1,1,1,NA,1,1,4,2,2,1,4,2,3,5,3,1390,69,7
2322,NACE,Warehouse,Japan,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,137,3,0,1,5,0,RandD,medium,F,45,1,5,3,5,1,1,1,1,0,NA,1,1,2,2,1,2,5,1,3,2,7285,75,6
2323,MONETTE,Operations,Korea,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,141,3,0,1,5,0,sales,low,M,42,2,5,2,4,1,1,2,1,NA,1,1,2,1,1,2,4,1,2,2,1,1538,68,10
2324,MINYARD,Sales,UK,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,128,3,0,1,5,0,sales,medium,M,15,5,3,1,5,2,2,1,2,NA,1,2,1,2,4,2,3,2,4,1,2,6528,65,10
2325,MCLAMB,Finance,Korea,Level 1,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,136,3,0,1,5,0,IT,medium,M,22,3,2,3,5,2,1,1,2,NA,1,2,5,1,2,2,1,2,2,3,5,6115,71,6
2326,MCHONE,Human Resources,Korea,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,141,3,0,1,5,0,management,low,M,35,3,3,5,2,2,2,1,1,NA,1,2,5,1,3,1,5,2,5,2,5,1425,63,10
2327,MCCARROLL,IT,Turkey,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,149,3,0,1,5,0,marketing,low,M,30,5,4,1,4,1,2,1,1,NA,1,2,3,2,1,5,3,1,5,4,5,1207,70,7
2328,MASSON,Warehouse,Australia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,134,3,0,1,5,0,sales,low,F,20,1,5,4,2,1,1,2,2,0,NA,1,4,2,2,2,5,2,5,3,5,1580,75,9
2329,MARCO,Operations,Colombia,Level 1,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,143,3,0,1,5,0,accounting,medium,M,16,5,5,1,1,2,2,1,1,NA,1,1,4,1,4,5,4,2,4,2,1,7686,66,8
2330,MAGOON,Sales,Korea,VP,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,158,3,0,1,5,0,support,low,F,29,5,4,3,4,2,1,1,2,0,NA,2,5,1,2,1,2,1,5,2,5,1444,75,8
2331,MADDY,Finance,US,Senior Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,1,2,3,2,1,0.52,2,161,3,0,1,5,0,IT,medium,F,56,2,4,2,3,2,2,1,1,1,NA,1,5,2,5,2,2,1,5,2,4,6159,74,7
2332,LUNDIN,Human Resources,Colombia,Senior Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,255,3,0,0,,0,RandD,medium,F,13,4,2,2,4,1,2,2,2,1,NA,2,1,1,2,3,3,1,5,4,4,3758,77,10
2333,LOZA,IT,US,Senior Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,200,3,0,0,,0,technical,low,M,54,5,3,4,2,2,1,2,2,NA,1,1,3,2,3,4,5,2,3,2,2,3174,90,9
2334,LICATA,Warehouse,Japan,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,162,3,0,0,,0,product_mng,low,F,47,2,4,2,5,1,1,1,1,1,NA,2,4,1,1,5,1,2,2,3,5,1669,89,7
2335,LESLEY,Operations,Colombia,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,237,3,0,0,,0,support,low,F,53,2,1,2,5,2,2,2,1,1,NA,1,1,1,3,3,5,1,5,5,2,2219,75,6
2336,LEONHARDT,Sales,China,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,2,149,3,0,0,,0,accounting,medium,M,36,1,5,2,5,1,1,1,2,NA,1,1,3,1,4,5,2,1,4,1,3,1625,70,8
2337,LEMA,Finance,UK,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,6,175,4,0,0,,0,technical,medium,F,2,4,1,4,3,2,2,1,2,1,NA,2,4,2,1,1,5,2,3,2,3,1383,88,9
2338,LANDWEHR,Human Resources,Colombia,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,167,2,1,0,,0,IT,low,F,65,3,3,5,3,2,2,1,2,1,NA,1,3,2,2,2,5,2,3,5,3,1663,68,10
2339,KIRCHER,IT,Australia,Director,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,273,3,0,0,,0,technical,medium,F,39,4,3,3,2,2,2,2,2,1,NA,2,5,1,5,4,1,1,4,4,1,2919,78,7
2340,KINCH,Warehouse,Korea,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,149,3,0,0,,0,sales,low,M,40,4,4,1,1,2,1,1,2,NA,1,2,5,1,3,3,4,2,3,4,5,1075,87,9
2341,KARPINSKI,Operations,Australia,Senior Manager,,1,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,217,6,0,0,,0,sales,low,F,61,2,4,1,2,2,2,1,2,1,NA,2,5,2,2,4,3,2,4,2,1,3974,76,6
2342,JOHANNSEN,Sales,France,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,2,105,3,0,0,,0,technical,low,F,33,3,2,5,1,1,1,1,2,0,NA,1,4,1,1,5,5,2,4,5,1,1479,67,6
2343,HUSSAIN,Finance,UK,Senior Manager,,1,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,207,3,0,0,,0,hr,low,M,33,5,1,4,5,2,2,2,2,NA,1,1,2,1,3,4,4,2,3,5,1,3837,76,6
2344,HOUGHTALING,Human Resources,France,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,244,3,0,0,,0,hr,low,F,37,4,4,5,2,1,1,2,2,1,NA,2,5,2,3,5,3,2,2,5,2,2819,75,10
2345,HOSKINSON,IT,Japan,Senior Manager,,1,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,166,2,0,0,,0,technical,low,M,6,2,4,1,4,2,1,1,1,NA,1,2,1,1,2,1,4,1,1,2,4,1166,86,10
2346,HOLLAWAY,Warehouse,China,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,147,5,1,0,,0,RandD,low,M,30,1,5,3,1,2,2,2,2,NA,1,2,1,2,1,5,5,1,2,4,4,1705,86,6
2347,HOLEMAN,Operations,UK,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,2,102,6,0,0,,0,technical,low,M,13,4,1,5,2,2,1,1,1,NA,1,1,5,2,5,2,1,2,3,4,4,1441,61,10
2348,HOBGOOD,Sales,Turkey,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,149,4,1,0,,0,sales,medium,F,22,1,3,3,3,1,2,1,2,0,NA,1,4,1,2,5,2,1,5,4,5,1080,64,9
2349,HILT,Finance,China,Senior Manager,,0,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,228,5,0,0,,0,sales,medium,F,12,5,4,5,1,1,1,2,1,1,NA,1,3,1,2,5,5,1,3,3,3,3290,78,6
2350,HIEBERT,Human Resources,Turkey,Senior Manager,,1,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,243,3,0,0,,0,sales,low,M,53,5,3,3,5,1,2,1,1,NA,1,1,3,1,3,4,5,2,3,4,3,3376,80,7
2351,GROS,IT,Korea,Senior Manager,,1,1,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,130,2,0,0,,0,IT,low,F,38,1,2,1,4,1,2,2,2,0,NA,2,5,1,1,2,2,1,2,4,4,1219,86,10
2352,GRAM,Warehouse,UK,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,158,2,1,0,,0,sales,low,F,21,3,2,5,3,2,1,1,1,0,NA,1,5,1,5,3,2,2,4,1,2,1151,67,9
2353,GOGGIN,Operations,Australia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,185,6,0,0,,0,product_mng,high,M,53,1,3,1,4,2,2,2,1,NA,1,1,3,2,4,3,5,2,3,5,2,2845,89,9
2354,GENTLE,Sales,US,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,236,4,0,0,,0,RandD,low,M,23,2,5,1,5,1,2,1,1,NA,1,1,4,2,3,5,5,1,3,5,2,2401,79,8
2355,GEISSLER,Finance,Colombia,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,188,4,0,0,,0,product_mng,medium,F,51,1,1,3,2,2,2,2,1,1,NA,2,5,2,2,2,2,1,3,5,3,2450,87,6
2356,GADBOIS,Human Resources,Korea,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,264,4,0,0,,0,product_mng,medium,M,10,2,1,3,3,1,2,1,1,NA,1,1,2,1,4,1,2,1,3,5,2,3483,79,7
2357,GABALDON,IT,Colombia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,164,3,0,0,,0,support,low,F,39,5,3,2,4,2,1,1,1,1,NA,2,1,2,3,5,2,2,1,4,4,1575,72,6
2358,FLESHMAN,Warehouse,Turkey,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,2,148,3,0,0,,0,sales,high,M,55,3,1,5,1,1,1,1,2,NA,1,1,4,2,1,1,2,1,1,4,2,1600,60,7
2359,FLANNIGAN,Operations,Japan,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,256,4,0,0,,0,product_mng,medium,M,50,4,1,1,1,1,2,1,1,NA,1,2,3,2,2,1,2,1,4,4,4,2968,79,7
2360,FILES,Sales,UK,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,222,2,0,0,,0,sales,low,F,10,2,3,2,1,2,1,1,2,1,NA,2,3,2,5,3,2,2,1,1,3,3626,78,8
2361,FAIRMAN,Finance,Colombia,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,231,3,0,0,,0,sales,low,F,40,3,3,4,3,2,2,1,1,1,NA,2,2,2,2,2,5,1,2,3,4,3626,76,6
2362,EPP,Human Resources,UK,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,207,2,1,0,,0,RandD,medium,F,31,5,4,2,4,2,1,2,1,1,NA,1,5,2,2,2,3,2,3,4,4,2204,79,10
2363,EILERS,IT,France,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,265,6,0,0,,0,support,low,F,25,4,2,5,5,2,1,2,2,1,NA,1,3,2,5,2,5,2,1,1,5,3336,76,6
2364,DYCUS,Warehouse,UK,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,132,3,0,0,,0,sales,low,F,58,2,2,2,4,2,1,2,2,0,NA,2,3,1,5,1,4,2,4,1,5,1627,64,10
2365,DUNMIRE,Operations,Australia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,255,5,0,0,,0,IT,medium,F,34,3,3,2,2,2,1,1,1,1,NA,2,1,2,1,1,4,2,4,5,2,2629,77,6
2366,DUFFIELD,Sales,Japan,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,270,3,0,0,,0,RandD,medium,M,43,2,1,1,5,1,1,2,2,NA,1,2,1,1,5,3,1,1,4,4,4,2925,75,6
2367,DOWLER,Finance,Colombia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,248,3,0,0,,0,RandD,medium,F,58,1,2,2,3,2,1,2,1,1,NA,1,1,1,1,4,5,2,1,1,4,2822,79,9
2368,DITTO,Human Resources,UK,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,164,3,0,0,,0,technical,high,F,17,4,4,5,3,1,1,2,1,1,NA,1,1,1,2,1,3,4,3,3,5,1225,64,8
2369,DELOATCH,IT,Korea,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,170,3,0,0,,0,support,low,M,2,1,5,4,2,2,2,2,1,NA,1,2,4,1,4,5,2,2,4,5,3,1430,64,7
2370,DEHAAN,Warehouse,Australia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,215,3,0,0,,0,support,low,F,44,5,5,5,2,1,1,1,2,1,NA,2,1,1,2,3,5,1,5,5,5,3724,75,7
2371,DEEMER,Operations,Colombia,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,200,5,0,0,,0,technical,low,F,20,4,5,2,2,1,1,1,1,1,NA,1,4,2,5,3,1,1,4,1,2,2974,86,7
2372,CORNER,Sales,France,Manager,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,100,4,0,0,,0,support,medium,M,45,3,1,2,3,1,2,1,2,NA,1,1,2,2,3,4,2,2,1,3,4,1708,61,8
2373,CLAYBORN,Finance,Colombia,Manager,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,223,3,0,0,,0,sales,low,M,4,1,5,4,5,1,2,1,2,NA,1,1,2,2,2,1,2,4,4,2,5,3405,80,9
2374,CHRISTOFFERSO,Human Resources,Korea,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,262,2,0,0,,0,support,medium,M,27,5,1,5,4,2,1,1,1,NA,1,1,2,1,5,5,5,1,2,1,5,2064,77,9
2375,CHILSON,IT,China,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,203,3,0,0,,0,IT,low,M,37,3,5,1,5,1,1,2,2,NA,1,1,1,2,4,2,3,1,5,4,1,3180,80,8
2376,CHESNEY,Warehouse,Colombia,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,183,2,0,0,,1,marketing,medium,M,10,3,3,3,2,4,5,2,2,NA,NA,2,2,1,1,5,5,1,4,3,3,3163,90,7
2377,CHATFIELD,Operations,Australia,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,2,229,3,0,0,,1,technical,medium,M,23,2,2,5,1,5,5,1,2,NA,NA,5,3,4,1,5,5,2,4,3,5,3804,77,6
2378,CHARLIE,Sales,China,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,152,4,0,0,,0,technical,low,M,21,3,5,5,1,1,2,1,1,NA,1,5,3,5,1,3,3,2,2,3,3,1596,62,7
2379,CASTER,Finance,Korea,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,158,2,0,0,,0,IT,low,M,64,2,4,4,1,1,1,2,1,NA,1,1,5,2,2,3,4,1,2,2,3,1998,86,8
2380,CARRON,Human Resources,Korea,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,155,3,0,0,,0,technical,low,M,8,3,4,3,1,1,2,2,2,NA,1,2,2,2,2,4,1,1,5,4,5,1727,85,7
2381,CANALE,IT,Korea,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,233,4,0,0,,0,IT,low,M,4,2,5,5,4,1,2,1,2,NA,1,2,5,2,3,4,1,1,3,5,4,2147,79,9
2382,CAMDEN,Warehouse,China,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,144,3,0,0,,0,sales,medium,F,35,2,4,3,4,1,1,2,1,0,NA,2,1,2,2,3,1,1,5,5,3,1141,70,9
2383,BUFF,Operations,UK,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,167,3,0,0,,0,hr,low,M,30,5,3,1,4,2,1,1,1,NA,1,2,5,1,4,1,1,2,1,5,1,1627,89,6
2384,BRIGMAN,Sales,Colombia,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,3,148,3,0,0,,0,sales,medium,M,2,4,5,5,2,1,2,2,2,NA,1,2,5,2,5,2,1,1,2,5,2,1285,68,7
2385,BRANSTETTER,Finance,US,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,5,149,3,1,0,,0,sales,medium,F,31,5,1,4,5,1,2,1,1,0,NA,1,5,2,5,4,1,2,3,5,5,1610,85,9
2386,BOSSE,Human Resources,China,Level 2-4,,1,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,216,3,0,0,,0,sales,medium,F,59,3,2,1,3,1,1,2,1,1,NA,1,2,1,5,4,2,2,3,1,3,2333,77,8
2387,BORTON,IT,Japan,Level 2-4,,0,,3,6,6,0.4,3,3,4,3,5,2,3,2,3,2,5,5,4,4,3,0.52,4,266,3,1,0,,0,IT,medium,F,55,2,5,2,3,2,1,1,2,1,NA,2,1,2,2,2,5,2,2,4,1,3349,79,6
